MethodID,Step,Operator,Success,ParentRuntime(ms),ChildRuntime(ms),Reward
2,22,UnaryOperatorReplacement,true,10.00,10.00,1.0000
2,23,MatchedReplaceStatement,false,10.00,-1.00,0.0000
2,24,MatchedDeleteStatement,false,10.00,-1.00,0.0000
2,25,BinaryOperatorReplacement,false,10.00,-1.00,0.0000
2,26,UnaryOperatorReplacement,true,10.00,10.00,1.0000
2,27,MatchedCopyStatement,true,10.00,10.00,1.0000
2,28,UnaryOperatorReplacement,true,10.00,10.00,1.0000
2,29,MatchedCopyStatement,false,10.00,-1.00,0.0000
2,30,UnaryOperatorReplacement,true,10.00,11.00,0.9091
2,31,UnaryOperatorReplacement,false,10.00,-1.00,0.0000
2,32,MatchedReplaceStatement,true,10.00,12.00,0.8333
2,33,DeleteStatement,true,10.00,10.00,1.0000
2,34,CopyStatement,false,10.00,-1.00,0.0000
2,35,ReplaceStatement,true,10.00,12.00,0.8333
2,36,SwapStatement,false,10.00,-1.00,0.0000
2,37,MoveStatement,true,10.00,10.00,1.0000
2,38,MatchedSwapStatement,false,10.00,-1.00,0.0000
2,39,DeleteStatement,true,10.00,10.00,1.0000
2,40,MatchedDeleteStatement,true,10.00,10.00,1.0000
2,41,BinaryOperatorReplacement,true,10.00,13.00,0.7692
2,42,MoveStatement,false,10.00,-1.00,0.0000
2,43,MatchedReplaceStatement,true,10.00,11.00,0.9091
2,44,DeleteStatement,true,10.00,13.00,0.7692
2,45,MatchedDeleteStatement,true,10.00,12.00,0.8333
2,46,ReplaceStatement,false,10.00,-1.00,0.0000
2,47,MatchedCopyStatement,true,10.00,10.00,1.0000
2,48,BinaryOperatorReplacement,false,10.00,-1.00,0.0000
2,49,MatchedReplaceStatement,true,10.00,10.00,1.0000
2,50,MatchedCopyStatement,true,10.00,11.00,0.9091
2,51,MatchedDeleteStatement,true,10.00,13.00,0.7692
2,52,DeleteStatement,true,10.00,11.00,0.9091
2,53,MatchedReplaceStatement,true,10.00,10.00,1.0000
2,54,UnaryOperatorReplacement,false,10.00,-1.00,0.0000
2,55,MatchedCopyStatement,false,10.00,-1.00,0.0000
2,56,MatchedReplaceStatement,false,10.00,-1.00,0.0000
2,57,DeleteStatement,true,10.00,14.00,0.7143
2,58,MatchedDeleteStatement,true,10.00,11.00,0.9091
2,59,MatchedDeleteStatement,true,10.00,10.00,1.0000
2,60,DeleteStatement,true,10.00,11.00,0.9091
2,61,MatchedDeleteStatement,true,10.00,13.00,0.7692
2,62,MoveStatement,false,10.00,-1.00,0.0000
2,63,DeleteStatement,true,10.00,10.00,1.0000
2,64,CopyStatement,false,10.00,-1.00,0.0000
2,65,SwapStatement,true,10.00,12.00,0.8333
2,66,MatchedSwapStatement,false,10.00,-1.00,0.0000
2,67,DeleteStatement,true,10.00,11.00,0.9091
2,68,MatchedDeleteStatement,true,10.00,10.00,1.0000
2,69,ReplaceStatement,true,10.00,10.00,1.0000
2,70,ReplaceStatement,true,10.00,10.00,1.0000
2,71,SwapStatement,true,10.00,10.00,1.0000
2,72,SwapStatement,true,10.00,10.00,1.0000
2,73,ReplaceStatement,true,10.00,11.00,0.9091
2,74,SwapStatement,false,10.00,-1.00,0.0000
2,75,UnaryOperatorReplacement,false,10.00,-1.00,0.0000
2,76,BinaryOperatorReplacement,true,10.00,11.00,0.9091
2,77,MatchedCopyStatement,true,10.00,11.00,0.9091
2,78,MatchedDeleteStatement,true,10.00,12.00,0.8333
2,79,MatchedReplaceStatement,true,10.00,11.00,0.9091
2,80,DeleteStatement,true,10.00,11.00,0.9091
2,81,BinaryOperatorReplacement,false,10.00,-1.00,0.0000
2,82,ReplaceStatement,true,10.00,10.00,1.0000
2,83,ReplaceStatement,false,10.00,-1.00,0.0000
2,84,MatchedCopyStatement,true,10.00,10.00,1.0000
2,85,MatchedReplaceStatement,false,10.00,-1.00,0.0000
2,86,DeleteStatement,true,10.00,10.00,1.0000
2,87,MatchedDeleteStatement,true,10.00,10.00,1.0000
2,88,MatchedCopyStatement,true,10.00,10.00,1.0000
2,89,DeleteStatement,true,10.00,10.00,1.0000
2,90,MatchedDeleteStatement,false,10.00,-1.00,0.0000
2,91,MatchedCopyStatement,true,10.00,10.00,1.0000
2,92,DeleteStatement,false,10.00,-1.00,0.0000
2,93,MatchedCopyStatement,true,10.00,12.00,0.8333
2,94,MatchedCopyStatement,true,10.00,10.00,1.0000
2,95,MatchedCopyStatement,true,10.00,12.00,0.8333
2,96,UnaryOperatorReplacement,false,10.00,-1.00,0.0000
2,97,MoveStatement,true,10.00,10.00,1.0000
2,98,MoveStatement,true,10.00,10.00,1.0000
2,99,MoveStatement,false,10.00,-1.00,0.0000
