MethodID,Step,Operator,Success,ParentRuntime(ms),ChildRuntime(ms),Reward
2,66,BinaryOperatorReplacement,true,3562.00,3806.00,0.9359
2,67,DeleteStatement,false,3562.00,-1.00,0.0000
2,68,CopyStatement,false,3562.00,-1.00,0.0000
2,69,ReplaceStatement,false,3562.00,-1.00,0.0000
2,70,MatchedDeleteStatement,false,3562.00,-1.00,0.0000
2,71,MatchedCopyStatement,false,3562.00,-1.00,0.0000
2,72,MatchedReplaceStatement,false,3562.00,-1.00,0.0000
2,73,MatchedSwapStatement,false,3562.00,-1.00,0.0000
2,74,SwapStatement,true,3562.00,3846.00,0.9262
2,75,UnaryOperatorReplacement,true,3562.00,3952.00,0.9013
2,76,BinaryOperatorReplacement,true,3562.00,3930.00,0.9064
2,77,SwapStatement,true,3562.00,3900.00,0.9133
2,78,MoveStatement,true,3562.00,3923.00,0.9080
2,79,UnaryOperatorReplacement,false,3562.00,-1.00,0.0000
2,80,BinaryOperatorReplacement,true,3562.00,3840.00,0.9276
2,81,SwapStatement,true,3562.00,3799.00,0.9376
2,82,MoveStatement,true,3562.00,3902.00,0.9129
2,83,BinaryOperatorReplacement,true,3562.00,3647.00,0.9767
2,84,BinaryOperatorReplacement,true,3562.00,3677.00,0.9687
2,85,SwapStatement,false,3562.00,-1.00,0.0000
2,86,MoveStatement,false,3562.00,-1.00,0.0000
2,87,BinaryOperatorReplacement,true,3562.00,3917.00,0.9094
2,88,UnaryOperatorReplacement,true,3562.00,4131.00,0.8623
2,89,BinaryOperatorReplacement,true,3562.00,4039.00,0.8819
2,90,BinaryOperatorReplacement,true,3562.00,4086.00,0.8718
2,91,UnaryOperatorReplacement,true,3562.00,4015.00,0.8872
2,92,BinaryOperatorReplacement,true,3562.00,3861.00,0.9226
2,93,UnaryOperatorReplacement,true,3562.00,3706.00,0.9611
2,94,BinaryOperatorReplacement,true,3562.00,3755.00,0.9486
2,95,UnaryOperatorReplacement,true,3562.00,3790.00,0.9398
2,96,BinaryOperatorReplacement,true,3562.00,3763.00,0.9466
2,97,UnaryOperatorReplacement,true,3562.00,3789.00,0.9401
2,98,BinaryOperatorReplacement,true,3562.00,3793.00,0.9391
2,99,UnaryOperatorReplacement,true,3562.00,3867.00,0.9211
3,1,ReplaceStatement,false,4098.00,-1.00,0.0000
3,2,UnaryOperatorReplacement,true,4098.00,4722.00,0.8679
3,3,MatchedSwapStatement,false,4098.00,-1.00,0.0000
3,4,SwapStatement,false,4098.00,-1.00,0.0000
3,5,MatchedCopyStatement,false,4098.00,-1.00,0.0000
3,6,BinaryOperatorReplacement,true,4098.00,4380.00,0.9356
3,7,MatchedDeleteStatement,false,4098.00,-1.00,0.0000
3,8,CopyStatement,false,4098.00,-1.00,0.0000
3,9,DeleteStatement,false,4098.00,-1.00,0.0000
3,10,MoveStatement,false,4098.00,-1.00,0.0000
3,11,MatchedReplaceStatement,false,4098.00,-1.00,0.0000
3,12,BinaryOperatorReplacement,true,4098.00,4507.00,0.9093
3,13,UnaryOperatorReplacement,true,4098.00,3865.00,1.0603
3,14,UnaryOperatorReplacement,true,3865.00,4035.00,0.9579
3,15,BinaryOperatorReplacement,true,3865.00,3976.00,0.9721
3,16,DeleteStatement,false,3865.00,-1.00,0.0000
3,17,CopyStatement,false,3865.00,-1.00,0.0000
3,18,ReplaceStatement,false,3865.00,-1.00,0.0000
3,19,SwapStatement,true,3865.00,3949.00,0.9787
3,20,MoveStatement,true,3865.00,3816.00,1.0128
3,21,MatchedDeleteStatement,false,3816.00,-1.00,0.0000
3,22,MatchedCopyStatement,true,3816.00,3908.00,0.9765
3,23,MatchedReplaceStatement,false,3816.00,-1.00,0.0000
3,24,MatchedSwapStatement,false,3816.00,-1.00,0.0000
3,25,UnaryOperatorReplacement,true,3816.00,4394.00,0.8685
3,26,BinaryOperatorReplacement,false,3816.00,-1.00,0.0000
3,27,MoveStatement,true,3816.00,4102.00,0.9303
3,28,SwapStatement,true,3816.00,4066.00,0.9385
3,29,MatchedCopyStatement,false,3816.00,-1.00,0.0000
3,30,UnaryOperatorReplacement,true,3816.00,3928.00,0.9715
3,31,MoveStatement,true,3816.00,3738.00,1.0209
3,32,SwapStatement,false,3738.00,-1.00,0.0000
3,33,UnaryOperatorReplacement,true,3738.00,3875.00,0.9646
3,34,MoveStatement,true,3738.00,3902.00,0.9580
3,35,UnaryOperatorReplacement,true,3738.00,3935.00,0.9499
3,36,BinaryOperatorReplacement,true,3738.00,4020.00,0.9299
3,37,MoveStatement,true,3738.00,3961.00,0.9437
3,38,UnaryOperatorReplacement,true,3738.00,3859.00,0.9686
3,39,BinaryOperatorReplacement,false,3738.00,-1.00,0.0000
3,40,MoveStatement,true,3738.00,3957.00,0.9447
3,41,DeleteStatement,false,3738.00,-1.00,0.0000
3,42,CopyStatement,false,3738.00,-1.00,0.0000
3,43,ReplaceStatement,false,3738.00,-1.00,0.0000
3,44,MatchedDeleteStatement,false,3738.00,-1.00,0.0000
3,45,MatchedReplaceStatement,false,3738.00,-1.00,0.0000
3,46,MatchedSwapStatement,false,3738.00,-1.00,0.0000
3,47,UnaryOperatorReplacement,true,3738.00,3941.00,0.9485
3,48,MatchedCopyStatement,true,3738.00,3716.00,1.0059
3,49,MatchedCopyStatement,false,3716.00,-1.00,0.0000
3,50,MoveStatement,false,3716.00,-1.00,0.0000
3,51,UnaryOperatorReplacement,true,3716.00,3713.00,1.0008
3,52,SwapStatement,false,3713.00,-1.00,0.0000
3,53,UnaryOperatorReplacement,true,3713.00,3651.00,1.0170
3,54,UnaryOperatorReplacement,true,3651.00,3544.00,1.0302
3,55,UnaryOperatorReplacement,true,3544.00,3567.00,0.9936
3,56,BinaryOperatorReplacement,true,3544.00,3527.00,1.0048
3,57,UnaryOperatorReplacement,true,3527.00,3624.00,0.9732
3,58,BinaryOperatorReplacement,true,3527.00,3575.00,0.9866
3,59,MoveStatement,true,3527.00,3803.00,0.9274
3,60,UnaryOperatorReplacement,true,3527.00,3601.00,0.9795
3,61,BinaryOperatorReplacement,true,3527.00,3520.00,1.0020
3,62,UnaryOperatorReplacement,true,3520.00,3969.00,0.8869
3,63,BinaryOperatorReplacement,true,3520.00,3782.00,0.9307
3,64,MoveStatement,false,3520.00,-1.00,0.0000
3,65,MatchedCopyStatement,false,3520.00,-1.00,0.0000
3,66,UnaryOperatorReplacement,true,3520.00,3852.00,0.9138
3,67,BinaryOperatorReplacement,true,3520.00,3758.00,0.9367
3,68,SwapStatement,false,3520.00,-1.00,0.0000
3,69,DeleteStatement,false,3520.00,-1.00,0.0000
3,70,CopyStatement,false,3520.00,-1.00,0.0000
3,71,ReplaceStatement,false,3520.00,-1.00,0.0000
3,72,MatchedDeleteStatement,false,3520.00,-1.00,0.0000
3,73,MatchedReplaceStatement,false,3520.00,-1.00,0.0000
3,74,MatchedSwapStatement,false,3520.00,-1.00,0.0000
3,75,UnaryOperatorReplacement,true,3520.00,3781.00,0.9310
3,76,BinaryOperatorReplacement,true,3520.00,3755.00,0.9374
3,77,UnaryOperatorReplacement,true,3520.00,3773.00,0.9329
3,78,BinaryOperatorReplacement,true,3520.00,3555.00,0.9902
3,79,UnaryOperatorReplacement,true,3520.00,3568.00,0.9865
3,80,BinaryOperatorReplacement,true,3520.00,3602.00,0.9772
3,81,UnaryOperatorReplacement,true,3520.00,3446.00,1.0215
3,82,BinaryOperatorReplacement,true,3446.00,3727.00,0.9246
3,83,MoveStatement,true,3446.00,3696.00,0.9324
3,84,UnaryOperatorReplacement,true,3446.00,3634.00,0.9483
3,85,BinaryOperatorReplacement,true,3446.00,3798.00,0.9073
3,86,UnaryOperatorReplacement,true,3446.00,3482.00,0.9897
3,87,MoveStatement,true,3446.00,3614.00,0.9535
3,88,UnaryOperatorReplacement,true,3446.00,3653.00,0.9433
3,89,MoveStatement,false,3446.00,-1.00,0.0000
3,90,BinaryOperatorReplacement,true,3446.00,3596.00,0.9583
3,91,UnaryOperatorReplacement,true,3446.00,3610.00,0.9546
3,92,BinaryOperatorReplacement,true,3446.00,3550.00,0.9707
3,93,UnaryOperatorReplacement,true,3446.00,3525.00,0.9776
3,94,MatchedCopyStatement,false,3446.00,-1.00,0.0000
3,95,BinaryOperatorReplacement,true,3446.00,3509.00,0.9820
3,96,UnaryOperatorReplacement,true,3446.00,3636.00,0.9477
3,97,SwapStatement,false,3446.00,-1.00,0.0000
3,98,BinaryOperatorReplacement,true,3446.00,3422.00,1.0070
3,99,UnaryOperatorReplacement,true,3422.00,3416.00,1.0018
4,1,DeleteStatement,false,3287.00,-1.00,0.0000
4,2,ReplaceStatement,false,3287.00,-1.00,0.0000
4,3,SwapStatement,false,3287.00,-1.00,0.0000
4,4,MatchedDeleteStatement,false,3287.00,-1.00,0.0000
4,5,MatchedCopyStatement,false,3287.00,-1.00,0.0000
4,6,BinaryOperatorReplacement,true,3287.00,3306.00,0.9943
4,7,MatchedSwapStatement,false,3287.00,-1.00,0.0000
4,8,UnaryOperatorReplacement,true,3287.00,3328.00,0.9877
4,9,CopyStatement,false,3287.00,-1.00,0.0000
4,10,MatchedReplaceStatement,false,3287.00,-1.00,0.0000
4,11,MoveStatement,true,3287.00,3331.00,0.9868
4,12,BinaryOperatorReplacement,true,3287.00,3290.00,0.9991
4,13,UnaryOperatorReplacement,true,3287.00,3389.00,0.9699
4,14,MoveStatement,true,3287.00,3445.00,0.9541
4,15,BinaryOperatorReplacement,true,3287.00,3516.00,0.9349
4,16,UnaryOperatorReplacement,true,3287.00,3653.00,0.8998
4,17,MoveStatement,true,3287.00,3568.00,0.9212
4,18,DeleteStatement,false,3287.00,-1.00,0.0000
4,19,CopyStatement,false,3287.00,-1.00,0.0000
4,20,ReplaceStatement,false,3287.00,-1.00,0.0000
4,21,SwapStatement,true,3287.00,3547.00,0.9267
4,22,MatchedDeleteStatement,false,3287.00,-1.00,0.0000
4,23,MatchedCopyStatement,false,3287.00,-1.00,0.0000
4,24,MatchedReplaceStatement,false,3287.00,-1.00,0.0000
4,25,MatchedSwapStatement,false,3287.00,-1.00,0.0000
4,26,BinaryOperatorReplacement,true,3287.00,3658.00,0.8986
4,27,MoveStatement,true,3287.00,3835.00,0.8571
4,28,UnaryOperatorReplacement,true,3287.00,3799.00,0.8652
4,29,SwapStatement,false,3287.00,-1.00,0.0000
4,30,BinaryOperatorReplacement,true,3287.00,3605.00,0.9118
4,31,UnaryOperatorReplacement,true,3287.00,4558.00,0.7211
4,32,MoveStatement,true,3287.00,4310.00,0.7626
4,33,BinaryOperatorReplacement,true,3287.00,4159.00,0.7903
4,34,MoveStatement,true,3287.00,4106.00,0.8005
4,35,UnaryOperatorReplacement,true,3287.00,4035.00,0.8146
4,36,BinaryOperatorReplacement,true,3287.00,4011.00,0.8195
4,37,MoveStatement,true,3287.00,3749.00,0.8768
4,38,UnaryOperatorReplacement,true,3287.00,3874.00,0.8485
4,39,BinaryOperatorReplacement,true,3287.00,3777.00,0.8703
4,40,DeleteStatement,false,3287.00,-1.00,0.0000
4,41,CopyStatement,false,3287.00,-1.00,0.0000
4,42,ReplaceStatement,false,3287.00,-1.00,0.0000
4,43,MatchedDeleteStatement,false,3287.00,-1.00,0.0000
4,44,MatchedCopyStatement,false,3287.00,-1.00,0.0000
4,45,MatchedReplaceStatement,false,3287.00,-1.00,0.0000
4,46,MatchedSwapStatement,false,3287.00,-1.00,0.0000
4,47,MoveStatement,true,3287.00,4165.00,0.7892
4,48,UnaryOperatorReplacement,true,3287.00,4102.00,0.8013
4,49,SwapStatement,false,3287.00,-1.00,0.0000
4,50,BinaryOperatorReplacement,true,3287.00,3894.00,0.8441
4,51,MoveStatement,false,3287.00,-1.00,0.0000
4,52,UnaryOperatorReplacement,true,3287.00,4001.00,0.8215
4,53,BinaryOperatorReplacement,true,3287.00,3890.00,0.8450
4,54,UnaryOperatorReplacement,true,3287.00,3771.00,0.8717
4,55,BinaryOperatorReplacement,true,3287.00,3835.00,0.8571
4,56,UnaryOperatorReplacement,true,3287.00,3664.00,0.8971
4,57,BinaryOperatorReplacement,true,3287.00,3734.00,0.8803
4,58,UnaryOperatorReplacement,true,3287.00,3734.00,0.8803
4,59,MoveStatement,true,3287.00,3896.00,0.8437
4,60,BinaryOperatorReplacement,true,3287.00,3758.00,0.8747
4,61,UnaryOperatorReplacement,true,3287.00,3932.00,0.8360
4,62,MoveStatement,true,3287.00,3724.00,0.8827
4,63,BinaryOperatorReplacement,true,3287.00,3622.00,0.9075
4,64,SwapStatement,false,3287.00,-1.00,0.0000
4,65,DeleteStatement,false,3287.00,-1.00,0.0000
4,66,CopyStatement,false,3287.00,-1.00,0.0000
4,67,ReplaceStatement,false,3287.00,-1.00,0.0000
4,68,MatchedDeleteStatement,false,3287.00,-1.00,0.0000
4,69,MatchedCopyStatement,false,3287.00,-1.00,0.0000
4,70,MatchedReplaceStatement,false,3287.00,-1.00,0.0000
4,71,MatchedSwapStatement,false,3287.00,-1.00,0.0000
4,72,UnaryOperatorReplacement,true,3287.00,3659.00,0.8983
4,73,MoveStatement,true,3287.00,3583.00,0.9174
4,74,BinaryOperatorReplacement,true,3287.00,3627.00,0.9063
4,75,UnaryOperatorReplacement,true,3287.00,3791.00,0.8671
4,76,BinaryOperatorReplacement,true,3287.00,3713.00,0.8853
4,77,MoveStatement,true,3287.00,3738.00,0.8793
4,78,UnaryOperatorReplacement,true,3287.00,3933.00,0.8357
4,79,BinaryOperatorReplacement,true,3287.00,3740.00,0.8789
4,80,MoveStatement,true,3287.00,4013.00,0.8191
4,81,BinaryOperatorReplacement,true,3287.00,3698.00,0.8889
4,82,UnaryOperatorReplacement,true,3287.00,3619.00,0.9083
4,83,MoveStatement,true,3287.00,3621.00,0.9078
4,84,BinaryOperatorReplacement,true,3287.00,3641.00,0.9028
4,85,UnaryOperatorReplacement,true,3287.00,3706.00,0.8869
4,86,MoveStatement,false,3287.00,-1.00,0.0000
4,87,BinaryOperatorReplacement,true,3287.00,3505.00,0.9378
4,88,UnaryOperatorReplacement,true,3287.00,3461.00,0.9497
4,89,BinaryOperatorReplacement,true,3287.00,4116.00,0.7986
4,90,UnaryOperatorReplacement,true,3287.00,3478.00,0.9451
4,91,UnaryOperatorReplacement,false,3287.00,-1.00,0.0000
4,92,BinaryOperatorReplacement,true,3287.00,3834.00,0.8573
4,93,SwapStatement,true,3287.00,3829.00,0.8584
4,94,BinaryOperatorReplacement,true,3287.00,3783.00,0.8689
4,95,SwapStatement,true,3287.00,3685.00,0.8920
4,96,SwapStatement,true,3287.00,3899.00,0.8430
4,97,MoveStatement,true,3287.00,3438.00,0.9561
4,98,BinaryOperatorReplacement,true,3287.00,3438.00,0.9561
4,99,DeleteStatement,false,3287.00,-1.00,0.0000
5,1,MatchedDeleteStatement,false,3559.00,-1.00,0.0000
5,2,BinaryOperatorReplacement,true,3559.00,3578.00,0.9947
5,3,MoveStatement,false,3559.00,-1.00,0.0000
5,4,MatchedReplaceStatement,true,3559.00,3694.00,0.9635
5,5,DeleteStatement,false,3559.00,-1.00,0.0000
5,6,SwapStatement,false,3559.00,-1.00,0.0000
5,7,CopyStatement,false,3559.00,-1.00,0.0000
5,8,MatchedSwapStatement,false,3559.00,-1.00,0.0000
5,9,UnaryOperatorReplacement,true,3559.00,3496.00,1.0180
5,10,ReplaceStatement,false,3496.00,-1.00,0.0000
5,11,MatchedCopyStatement,false,3496.00,-1.00,0.0000
5,12,UnaryOperatorReplacement,true,3496.00,3521.00,0.9929
5,13,BinaryOperatorReplacement,true,3496.00,3670.00,0.9526
5,14,MatchedReplaceStatement,false,3496.00,-1.00,0.0000
5,15,UnaryOperatorReplacement,true,3496.00,3552.00,0.9842
5,16,BinaryOperatorReplacement,true,3496.00,3717.00,0.9405
5,17,UnaryOperatorReplacement,true,3496.00,3700.00,0.9449
5,18,DeleteStatement,false,3496.00,-1.00,0.0000
5,19,CopyStatement,false,3496.00,-1.00,0.0000
5,20,ReplaceStatement,true,3496.00,3850.00,0.9081
5,21,SwapStatement,false,3496.00,-1.00,0.0000
5,22,MoveStatement,true,3496.00,3566.00,0.9804
5,23,MatchedDeleteStatement,false,3496.00,-1.00,0.0000
5,24,MatchedCopyStatement,false,3496.00,-1.00,0.0000
5,25,MatchedSwapStatement,true,3496.00,3554.00,0.9837
5,26,BinaryOperatorReplacement,true,3496.00,3744.00,0.9338
5,27,MatchedSwapStatement,false,3496.00,-1.00,0.0000
5,28,MoveStatement,false,3496.00,-1.00,0.0000
5,29,MatchedReplaceStatement,true,3496.00,3949.00,0.8853
5,30,ReplaceStatement,false,3496.00,-1.00,0.0000
5,31,UnaryOperatorReplacement,true,3496.00,3773.00,0.9266
5,32,BinaryOperatorReplacement,true,3496.00,3529.00,0.9906
5,33,UnaryOperatorReplacement,true,3496.00,3467.00,1.0084
5,34,BinaryOperatorReplacement,true,3467.00,3568.00,0.9717
5,35,MatchedReplaceStatement,false,3467.00,-1.00,0.0000
5,36,UnaryOperatorReplacement,true,3467.00,3578.00,0.9690
5,37,BinaryOperatorReplacement,true,3467.00,3587.00,0.9665
5,38,UnaryOperatorReplacement,true,3467.00,3421.00,1.0134
5,39,BinaryOperatorReplacement,true,3421.00,3353.00,1.0203
5,40,UnaryOperatorReplacement,true,3353.00,3423.00,0.9796
5,41,BinaryOperatorReplacement,true,3353.00,3414.00,0.9821
